0,256,-513,9216,-379,-416,267,"0;
"
"
"
1,256,-513,9216,-409,-434,248,"
"
"
"
1,256,-513,9216,-409,-434,248,"
"
"
"
1,256,-513,9216,-409,-434,248,"0;
"
"
"
2,256,-1793,9216,-327,-600,273,"0;
"
"
"
3,512,-1793,10240,-651,-508,267,"0;
"
"
"
4,0,-769,9472,-330,-563,169,"0;
"
"
"
5,256,-513,8704,-404,-308,284,"0;
"
"
"
6,256,-769,8960,-142,-434,165,"0;
"
"
"
7,256,-1025,8960,-593,-485,282,"0;
"
"
"
8,0,-769,9216,-365,-497,170,"0;
"
"
"
9,0,-1025,9472,-483,-501,243,"0;
"
"
"
10,0,-1281,9728,-523,-671,213,"0;
"
"
"
11,0,-1537,9728,-580,-647,160,"0;
"
"
"
12,-1,2048,7168,-348,-717,226,"0;
"
"
"
13,0,768,8192,-394,-299,269,"0;
"
"
"
14,512,256,8192,-348,-456,207,"0;
"
"
"
15,-1,-513,9216,-428,-476,230,"0;
"
"
"
16,0,-1025,9472,-564,-576,248,"0;
"
"
"
17,256,-1025,9472,-391,-558,198,"0;
"
"
"
18,0,-769,9216,-341,-271,236,"0;
"
"
"
19,0,-513,8448,-421,-496,246,"0;
"
"
"
20,0,-513,10240,-284,-686,111,"0;
"
"
"
21,256,-513,8704,-443,-606,157,"0;
"
"
"
22,0,-513,9216,-268,-283,276,"0;
"
"
"
23,256,1024,7168,-636,-438,207,"0;
"
"
"
24,0,-2049,11776,-292,-434,178,"0;
"
"
"
25,1024,-1,10496,-630,-612,231,"0;
"
"
"
26,-257,-4865,15616,-186,-139,164,"0;
"
"
"
27,0,-513,9728,-437,-281,228,"0;
"
"
"
28,-1,-2305,10496,-323,-419,315,"0;
"
"
"
29,-1,-2049,9728,-487,-471,191,"0;
"
"
"
30,-1793,-1,11520,259,26,17,"0;
"
"
"
31,0,0,7936,-421,-616,167,"0;
"
"
"
32,-1,-1281,10240,-451,-309,240,"0;
"
"
"
33,-257,-3329,10240,-574,-1042,180,"0;
"
"
"
34,-257,512,8448,-218,-552,227,"0;
"
"
"
35,-257,-1537,9984,-408,-468,208,"0;
"
"
"
36,256,-513,6912,-1213,-856,325,"0;
"
"
"
37,0,-1281,9728,-392,-229,268,"0;
"
"
"
38,512,-1,8960,-573,-968,247,"0;
"
"
"
39,512,256,8960,-545,-394,227,"0;
"
"
"
40,512,256,9216,-439,-534,146,"0;
"
"
"
41,-257,-2561,10240,-439,-328,275,"0;
"
"
"
42,512,-1,7424,-485,-548,143,"0;
"
"
"
43,-257,-513,8960,-467,-522,174,"0;
"
"
"
44,0,-1537,8704,-331,-704,81,"0;
"
"
"
45,256,-1793,8960,-174,-293,410,"0;
"
"
"
46,-1,-2049,11008,-235,-239,92,"0;
"
"
"
47,0,-1025,9216,-404,-269,246,"0;
"
"
"
48,0,-1025,9728,-291,-199,227,"0;
"
"
"
49,256,-769,9216,-542,-619,249,"0;
"
"
"
50,-257,-769,6656,-186,-285,152,"0;
"
"
"
51,1536,0,7936,-597,-92,12,"0;
"
"
"
52,512,-1281,8960,-283,-511,91,"0;
"
"
"
53,0,-1793,9728,-155,-466,176,"0;
"
"
"
54,0,-1,6912,-775,-773,196,"0;
"
"
"
55,256,-2049,9472,-575,-937,286,"0;
"
"
"
56,0,-513,8960,-398,-404,301,"0;
"
"
"
57,256,-2305,10752,-176,-484,162,"0;
"
"
"
58,0,-1281,9472,-437,-546,252,"0;
"
"
"
59,256,256,7680,-243,-522,206,"0;
"
"
"
60,0,-769,9216,-513,-186,178,"0;
"
"
"
61,-1,-769,8704,-500,-496,257,"0;
"
"
"
62,256,-769,9472,-530,-396,244,"0;
"
"
"
63,-1281,-3329,9984,-640,-272,188,"0;
"
"
"
64,-1,-513,9728,-656,-519,277,"0;
"
"
"
65,256,-769,8960,-554,-860,126,"0;
"
"
"
66,0,-513,8960,-581,-519,194,"0;
"
"
"
67,256,-769,9728,-194,-459,193,"0;
"
"
"
68,256,-1025,9472,-189,-263,250,"0;
"
"
"
69,-769,-1,8704,-57,-704,37,"0;
"
"
"
70,0,-513,8192,-742,-886,288,"0;
"
"
"
71,256,512,6400,-871,-1093,259,"0;
"
"
"
72,-1,-2049,11008,-409,-327,168,"0;
"
"
"
73,0,-1025,9728,-226,-438,247,"0;
"
